               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.045447,            0.065364,            0.016449,             0.71382,             0.64428,             0.71972,             0.47913,             0.04064,             0.03663,           0.0094935,              0.0937,              0.0007,              0.0007
                   1,            0.043864,            0.061885,            0.017326,             0.70715,             0.66951,             0.73494,             0.49295,            0.040214,            0.036224,           0.0088924,            0.085758,           0.0007575,           0.0007575
