               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  61,            0.029851,            0.023594,            0.011623,              0.7075,             0.49564,             0.57727,             0.30978,            0.037517,            0.035284,            0.017371,             0.00406,             0.00406,             0.00406
                  62,            0.028667,            0.022188,            0.010852,             0.68766,             0.48354,             0.58043,             0.30426,            0.040134,            0.034396,            0.017113,            0.003961,            0.003961,            0.003961
                  63,            0.029823,            0.024006,            0.010605,             0.69952,             0.50776,             0.62643,             0.34616,            0.036447,            0.033681,            0.016592,            0.003862,            0.003862,            0.003862
                  64,            0.028546,            0.020573,            0.010694,             0.74224,             0.50044,             0.57977,             0.29418,            0.040307,            0.034014,            0.016392,            0.003763,            0.003763,            0.003763
                  65,             0.02899,             0.02274,            0.010747,             0.81155,             0.44843,              0.5558,             0.28437,            0.038624,            0.035405,            0.016435,            0.003664,            0.003664,            0.003664
                  66,            0.028333,            0.022596,            0.011089,              0.9051,             0.41767,             0.59479,             0.31432,            0.038316,             0.03554,            0.016319,            0.003565,            0.003565,            0.003565
                  67,            0.027578,            0.021347,            0.010977,             0.70655,             0.52136,             0.61536,             0.32526,            0.039609,            0.035235,            0.016026,            0.003466,            0.003466,            0.003466
                  68,            0.027924,            0.024132,           0.0097374,             0.60758,             0.53051,             0.59364,             0.32217,            0.038137,            0.035242,            0.016045,            0.003367,            0.003367,            0.003367
                  69,            0.027801,            0.023389,           0.0099678,             0.61119,             0.53051,             0.59605,             0.34104,            0.037768,            0.035936,            0.015917,            0.003268,            0.003268,            0.003268
                  70,            0.027701,            0.023548,            0.010123,             0.61023,              0.5252,             0.58901,             0.29155,            0.039857,            0.035873,            0.015712,            0.003169,            0.003169,            0.003169
                  71,             0.02725,            0.022466,           0.0095258,             0.60461,             0.52727,             0.59639,             0.32312,            0.036952,              0.0351,            0.015408,             0.00307,             0.00307,             0.00307
                  72,             0.02717,            0.021505,           0.0098625,             0.83438,             0.44369,             0.53463,             0.27016,            0.039549,            0.035489,            0.015364,            0.002971,            0.002971,            0.002971
                  73,            0.026692,            0.021593,           0.0095176,              0.6018,             0.57551,             0.60373,             0.31541,            0.037669,            0.034911,            0.015317,            0.002872,            0.002872,            0.002872
                  74,            0.027066,            0.023183,           0.0091635,             0.72544,              0.5051,             0.60191,             0.32818,              0.0405,            0.034502,            0.015265,            0.002773,            0.002773,            0.002773
                  75,            0.026482,             0.02166,           0.0090408,              0.6898,             0.56406,             0.66365,             0.34392,            0.037688,            0.035073,              0.0151,            0.002674,            0.002674,            0.002674
                  76,            0.026168,            0.020522,           0.0091989,             0.81584,             0.44351,             0.56214,             0.27829,             0.04077,            0.036039,            0.015149,            0.002575,            0.002575,            0.002575
                  77,            0.025808,             0.02218,           0.0091702,             0.88788,             0.42725,             0.54557,             0.30331,            0.037647,              0.0359,             0.01524,            0.002476,            0.002476,            0.002476
                  78,            0.025673,            0.021359,           0.0092528,             0.80842,              0.4584,             0.54833,             0.29628,            0.038168,            0.036735,            0.015296,            0.002377,            0.002377,            0.002377
                  79,            0.025574,            0.021135,           0.0090174,             0.81472,             0.45772,             0.54464,             0.29794,            0.037922,            0.037056,            0.015617,            0.002278,            0.002278,            0.002278
                  80,            0.025399,             0.02283,           0.0087265,              0.8256,             0.45272,             0.51927,              0.2928,            0.038805,            0.036731,            0.015446,            0.002179,            0.002179,            0.002179
                  81,            0.025237,            0.021683,           0.0083481,             0.81408,              0.4977,             0.57866,             0.31801,            0.038916,            0.035708,            0.015042,             0.00208,             0.00208,             0.00208
                  82,            0.024584,             0.02238,           0.0088323,             0.69996,             0.58224,             0.63508,             0.34766,            0.037706,            0.035626,            0.014625,            0.001981,            0.001981,            0.001981
                  83,            0.024509,            0.021104,           0.0081589,             0.83313,             0.50682,             0.58815,             0.32612,            0.038306,            0.036107,            0.014595,            0.001882,            0.001882,            0.001882
                  84,            0.023938,            0.021466,           0.0085661,              0.7106,               0.457,             0.55571,             0.30598,            0.039198,             0.03628,            0.014871,            0.001783,            0.001783,            0.001783
                  85,            0.024176,            0.021413,           0.0076897,             0.71339,              0.5625,             0.63418,             0.32767,            0.038326,            0.036474,            0.014605,            0.001684,            0.001684,            0.001684
                  86,            0.024088,            0.021701,           0.0077359,             0.72624,             0.58204,             0.64466,             0.33712,            0.038977,            0.036631,            0.014461,            0.001585,            0.001585,            0.001585
                  87,              0.0241,            0.020708,           0.0078047,             0.66599,             0.51263,             0.58704,             0.33023,            0.038452,            0.036905,             0.01437,            0.001486,            0.001486,            0.001486
                  88,            0.023664,            0.020543,            0.008037,             0.73496,             0.48951,             0.58448,              0.3147,            0.039729,             0.03683,            0.014462,            0.001387,            0.001387,            0.001387
                  89,            0.024334,            0.021151,           0.0077331,             0.63553,             0.51263,             0.55771,             0.28656,            0.039245,            0.036342,            0.014593,            0.001288,            0.001288,            0.001288
                  90,            0.023192,            0.021192,           0.0075229,             0.84732,             0.43285,             0.55788,             0.29982,            0.038981,            0.036967,            0.014949,            0.001189,            0.001189,            0.001189
                  91,            0.023432,            0.020991,           0.0074497,             0.80182,             0.49761,             0.59818,             0.31226,            0.037955,            0.037073,            0.014769,             0.00109,             0.00109,             0.00109
                  92,            0.022868,            0.019963,           0.0079637,             0.82375,             0.43856,             0.53467,              0.2878,            0.038627,            0.037323,            0.014835,            0.000991,            0.000991,            0.000991
                  93,            0.023768,            0.021447,           0.0073259,             0.82484,             0.44416,             0.53681,             0.28401,             0.03887,            0.037235,            0.014691,            0.000892,            0.000892,            0.000892
                  94,             0.02284,            0.020881,           0.0076765,             0.82678,              0.4427,             0.53986,             0.28491,            0.038843,            0.037299,            0.014569,            0.000793,            0.000793,            0.000793
                  95,            0.023064,            0.020473,           0.0075838,             0.75264,             0.50571,             0.59862,             0.30181,            0.037614,            0.036987,            0.014427,            0.000694,            0.000694,            0.000694
                  96,            0.022671,            0.020256,           0.0074004,             0.74506,             0.49621,             0.60349,             0.30344,            0.038171,            0.036776,            0.014395,            0.000595,            0.000595,            0.000595
                  97,             0.02285,            0.022103,           0.0073605,             0.82166,             0.51125,             0.60843,             0.30551,            0.038095,            0.037012,            0.014421,            0.000496,            0.000496,            0.000496
                  98,            0.022113,            0.019915,           0.0079101,             0.80985,             0.49282,             0.59267,             0.29621,            0.038074,            0.037334,            0.014491,            0.000397,            0.000397,            0.000397
                  99,            0.022594,            0.020634,           0.0075915,             0.81161,             0.49061,             0.59678,             0.30805,            0.038353,             0.03724,            0.014506,            0.000298,            0.000298,            0.000298
