               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.083879,            0.070376,            0.027183,             0.38445,                0.65,             0.46014,             0.18947,             0.07829,            0.048288,            0.020136,            0.035577,           0.0045775,           0.0045775
                  35,            0.082442,            0.058017,            0.025096,             0.50504,             0.78337,              0.5892,             0.18741,            0.081263,            0.046086,            0.019022,             0.03364,           0.0046399,           0.0046399
                  36,            0.081196,            0.052548,            0.024027,             0.50504,             0.78337,              0.5892,             0.18741,            0.081263,            0.046086,            0.019022,            0.031698,           0.0046983,           0.0046983
                  37,            0.075887,            0.059986,             0.02559,              0.5177,             0.81827,             0.66565,             0.30947,            0.063705,            0.046256,              0.0181,            0.029753,           0.0047528,           0.0047528
                  38,            0.078116,            0.064404,            0.023176,             0.39045,                0.65,              0.5701,             0.21626,            0.080641,            0.044918,            0.017206,            0.027803,           0.0048033,           0.0048033
                  39,            0.075999,             0.05837,            0.023684,             0.39045,                0.65,              0.5701,             0.21626,            0.080641,            0.044918,            0.017206,             0.02585,           0.0048498,           0.0048498
                  40,            0.072065,            0.060819,            0.021822,             0.56194,             0.76643,             0.71662,             0.26574,            0.065363,             0.04607,            0.016342,            0.023892,           0.0048924,           0.0048924
                  41,            0.069712,            0.054602,            0.020564,             0.21485,                 0.4,             0.30097,             0.11985,            0.093012,            0.045183,            0.015484,            0.021931,            0.004931,            0.004931
                  42,            0.079391,             0.06346,            0.020295,             0.21485,                 0.4,             0.30097,             0.11985,            0.093012,            0.045183,            0.015484,            0.019966,           0.0049657,           0.0049657
                  43,            0.082824,            0.048439,            0.020524,             0.72947,                0.65,             0.73829,             0.30013,            0.065903,            0.040804,            0.014581,            0.017996,           0.0049964,           0.0049964
                  44,            0.078486,            0.051254,            0.020131,             0.72947,                0.65,             0.73829,             0.30013,            0.065903,            0.040804,            0.014581,            0.016023,           0.0050232,           0.0050232
                  45,            0.076046,            0.055739,            0.021033,              0.5169,             0.48012,             0.36799,             0.15856,               0.081,            0.038948,            0.013857,            0.014046,            0.005046,            0.005046
                  46,            0.076093,             0.04804,            0.019019,              0.5169,             0.48012,             0.36799,             0.15856,               0.081,            0.038948,            0.013857,            0.012065,           0.0050648,           0.0050648
                  47,            0.073037,            0.055737,            0.017612,              0.5304,                0.65,              0.6726,             0.17958,            0.070827,            0.039754,            0.013192,             0.01008,           0.0050797,           0.0050797
                  48,            0.076503,            0.048235,            0.018266,              0.5304,                0.65,              0.6726,             0.17958,            0.070827,            0.039754,            0.013192,           0.0080906,           0.0050906,           0.0050906
                  49,            0.078376,            0.060803,            0.017444,             0.48891,             0.51983,             0.62583,             0.23863,             0.07608,            0.038424,            0.012382,           0.0060975,           0.0050975,           0.0050975
                  50,             0.06939,            0.051468,            0.019048,             0.48891,             0.51983,             0.62583,             0.23863,             0.07608,            0.038424,            0.012382,             0.00505,             0.00505,             0.00505
                  51,            0.069691,            0.082339,            0.018577,             0.65368,                0.65,             0.66321,             0.24153,            0.070896,            0.039561,             0.01175,             0.00505,             0.00505,             0.00505
                  52,            0.075174,            0.053345,            0.018129,             0.65368,                0.65,             0.66321,             0.24153,            0.070896,            0.039561,             0.01175,            0.004951,            0.004951,            0.004951
                  53,            0.075542,            0.051666,            0.018217,             0.73084,             0.78715,             0.79427,              0.3306,             0.06785,            0.037765,            0.011371,            0.004852,            0.004852,            0.004852
                  54,            0.068989,            0.052233,            0.014995,             0.73084,             0.78715,             0.79427,              0.3306,             0.06785,            0.037765,            0.011371,            0.004753,            0.004753,            0.004753
                  55,             0.06913,            0.042828,             0.01594,             0.39791,             0.78393,             0.67313,             0.22849,            0.069029,            0.038137,            0.010924,            0.004654,            0.004654,            0.004654
                  56,            0.069655,            0.052387,            0.017389,             0.39791,             0.78393,             0.67313,             0.22849,            0.069029,            0.038137,            0.010924,            0.004555,            0.004555,            0.004555
                  57,            0.072236,            0.047289,            0.014345,             0.66317,               0.775,             0.78759,             0.29957,            0.063933,            0.035675,            0.010552,            0.004456,            0.004456,            0.004456
                  58,            0.069849,            0.060475,            0.016587,             0.66317,               0.775,             0.78759,             0.29957,            0.063933,            0.035675,            0.010552,            0.004357,            0.004357,            0.004357
                  59,            0.065156,            0.046914,            0.016443,              0.3948,                 0.9,             0.67567,             0.24915,            0.064304,             0.03657,            0.010202,            0.004258,            0.004258,            0.004258
                  60,            0.066729,            0.047589,            0.013766,              0.3948,                 0.9,             0.67567,             0.24915,            0.064304,             0.03657,            0.010202,            0.004159,            0.004159,            0.004159
                  61,            0.068147,            0.052735,            0.015228,              0.6921,             0.79379,             0.83483,             0.39126,            0.061755,            0.036535,           0.0098265,             0.00406,             0.00406,             0.00406
                  62,            0.065826,             0.03884,            0.014172,              0.6921,             0.79379,             0.83483,             0.39126,            0.061755,            0.036535,           0.0098265,            0.003961,            0.003961,            0.003961
                  63,            0.064626,            0.061652,            0.015237,             0.61775,                0.65,             0.78221,             0.32382,            0.057623,              0.0359,           0.0095116,            0.003862,            0.003862,            0.003862
                  64,            0.060738,            0.048149,            0.014694,             0.61775,                0.65,             0.78221,             0.32382,            0.057623,              0.0359,           0.0095116,            0.003763,            0.003763,            0.003763
                  65,            0.059334,            0.038212,            0.012945,             0.72284,             0.81401,             0.89261,             0.38993,            0.056572,            0.036018,           0.0092672,            0.003664,            0.003664,            0.003664
                  66,            0.063749,            0.044258,            0.013497,             0.72284,             0.81401,             0.89261,             0.38993,            0.056572,            0.036018,           0.0092672,            0.003565,            0.003565,            0.003565
                  67,            0.066956,            0.049031,            0.014757,             0.56065,               0.775,             0.77735,             0.33944,            0.061042,            0.036406,           0.0090332,            0.003466,            0.003466,            0.003466
                  68,            0.063694,             0.04953,            0.012257,             0.56065,               0.775,             0.77735,             0.33944,            0.061042,            0.036406,           0.0090332,            0.003367,            0.003367,            0.003367
                  69,            0.059993,            0.040899,            0.011653,             0.55691,             0.92831,             0.86618,             0.40023,            0.053552,            0.036213,           0.0088798,            0.003268,            0.003268,            0.003268
                  70,            0.058767,            0.042188,            0.010949,             0.55691,             0.92831,             0.86618,             0.40023,            0.053552,            0.036213,           0.0088798,            0.003169,            0.003169,            0.003169
                  71,            0.061246,            0.042907,            0.015287,             0.64944,             0.92423,             0.89508,             0.38853,            0.052831,            0.035523,           0.0086819,             0.00307,             0.00307,             0.00307
                  72,            0.057664,             0.06209,            0.014592,             0.64944,             0.92423,             0.89508,             0.38853,            0.052831,            0.035523,           0.0086819,            0.002971,            0.002971,            0.002971
                  73,            0.055951,            0.051093,            0.011386,             0.65713,                0.95,              0.8892,             0.39223,            0.050907,            0.035346,           0.0085161,            0.002872,            0.002872,            0.002872
                  74,            0.057993,            0.048251,            0.011681,             0.65713,                0.95,              0.8892,             0.39223,            0.050907,            0.035346,           0.0085161,            0.002773,            0.002773,            0.002773
                  75,            0.056374,            0.040241,            0.010405,              0.6673,             0.93496,              0.9444,             0.41569,            0.047712,            0.035312,           0.0083606,            0.002674,            0.002674,            0.002674
                  76,            0.057561,            0.067716,            0.012695,              0.6673,             0.93496,              0.9444,             0.41569,            0.047712,            0.035312,           0.0083606,            0.002575,            0.002575,            0.002575
                  77,            0.053802,            0.041842,            0.012573,             0.68854,                0.95,              0.8923,             0.43938,            0.050084,            0.035441,           0.0081711,            0.002476,            0.002476,            0.002476
                  78,            0.052973,            0.058283,            0.010358,             0.68854,                0.95,              0.8923,             0.43938,            0.050084,            0.035441,           0.0081711,            0.002377,            0.002377,            0.002377
                  79,            0.053355,            0.047099,            0.011588,             0.78871,                0.95,             0.94222,              0.4803,            0.048397,             0.03488,            0.008007,            0.002278,            0.002278,            0.002278
                  80,            0.056358,            0.045503,            0.012537,             0.78871,                0.95,             0.94222,              0.4803,            0.048397,             0.03488,            0.008007,            0.002179,            0.002179,            0.002179
                  81,            0.053369,            0.038686,            0.010925,             0.72234,                0.95,             0.92833,             0.46985,             0.04971,             0.03563,            0.007909,             0.00208,             0.00208,             0.00208
                  82,            0.054768,            0.044966,            0.010567,             0.72234,                0.95,             0.92833,             0.46985,             0.04971,             0.03563,            0.007909,            0.001981,            0.001981,            0.001981
                  83,            0.055358,            0.049056,            0.011934,             0.82776,                0.95,              0.9397,             0.44395,             0.04704,            0.034824,           0.0077751,            0.001882,            0.001882,            0.001882
                  84,            0.049181,            0.046232,             0.01149,             0.82776,                0.95,              0.9397,             0.44395,             0.04704,            0.034824,           0.0077751,            0.001783,            0.001783,            0.001783
                  85,            0.050165,            0.049573,            0.012302,             0.79558,             0.93715,             0.95958,             0.44586,            0.047457,            0.035567,           0.0076936,            0.001684,            0.001684,            0.001684
                  86,            0.050294,             0.05073,           0.0094255,             0.79558,             0.93715,             0.95958,             0.44586,            0.047457,            0.035567,           0.0076936,            0.001585,            0.001585,            0.001585
                  87,            0.051568,            0.047229,            0.011334,             0.82774,                0.95,             0.95333,             0.45485,            0.044483,             0.03498,           0.0076184,            0.001486,            0.001486,            0.001486
                  88,            0.047185,            0.041251,            0.009451,             0.82774,                0.95,             0.95333,             0.45485,            0.044483,             0.03498,           0.0076184,            0.001387,            0.001387,            0.001387
                  89,            0.050927,            0.034456,            0.010512,              0.8205,                0.95,             0.95958,             0.47562,            0.043725,            0.034822,           0.0075412,            0.001288,            0.001288,            0.001288
                  90,            0.046789,            0.039854,            0.010902,              0.8205,                0.95,             0.95958,             0.47562,            0.043725,            0.034822,           0.0075412,            0.001189,            0.001189,            0.001189
                  91,            0.049138,            0.048447,            0.011255,             0.89341,                0.95,             0.97071,             0.45013,            0.044298,            0.034797,           0.0074746,             0.00109,             0.00109,             0.00109
                  92,            0.048141,            0.040819,            0.010466,             0.89341,                0.95,             0.97071,             0.45013,            0.044298,            0.034797,           0.0074746,            0.000991,            0.000991,            0.000991
                  93,            0.047485,            0.047594,           0.0099245,             0.82161,                0.95,             0.95958,             0.41587,            0.046717,            0.035044,           0.0074217,            0.000892,            0.000892,            0.000892
                  94,            0.049318,            0.048207,            0.011853,             0.82161,                0.95,             0.95958,             0.41587,            0.046717,            0.035044,           0.0074217,            0.000793,            0.000793,            0.000793
                  95,            0.049911,            0.060253,            0.010663,             0.83226,                0.95,             0.94619,             0.43977,            0.044825,              0.0345,           0.0073964,            0.000694,            0.000694,            0.000694
                  96,            0.049476,            0.064052,            0.010976,             0.83226,                0.95,             0.94619,             0.43977,            0.044825,              0.0345,           0.0073964,            0.000595,            0.000595,            0.000595
                  97,            0.045573,            0.049524,            0.008401,             0.89042,                0.95,             0.95167,             0.43663,             0.04461,            0.034209,           0.0073879,            0.000496,            0.000496,            0.000496
                  98,            0.047165,            0.037078,            0.010965,             0.89042,                0.95,             0.95167,             0.43663,             0.04461,            0.034209,           0.0073879,            0.000397,            0.000397,            0.000397
                  99,            0.048714,            0.043943,           0.0099301,             0.89149,                0.95,             0.95167,             0.43498,            0.044515,            0.034211,           0.0073944,            0.000298,            0.000298,            0.000298
